title,image_url,document_url,description,attribute,stocks
"1/2"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Square End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-square.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT12FS7,,30197,,$73.86,,GMHT12FS7WTF,,32003,,$82.06,,GMHT12FH7,,30193,,$77.52,,GMHT12FH7WTF,,32001,,$86.14,,GMHT12F7,,30191,,$80.39,,GMHT12F7WTF,,32000,,$89.33,,GMHT12FLH7,,30195,,$99.11,,GMHT12FLH7WTF,,32002,,$110.13,,GMHT12FXL7,,30200,,$102.33,,GMHT12FXL7WTF,,32004,,$113.7,,D1: 1/2"", D2: 1/2, LOC: 5/8, OAL: 2-1/2,GMS²,,,,D1: 1/2"", D2: 1/2, LOC: 5/8, OAL: 2-1/2,WTF,,,,D1: 1/2"", D2: 1/2, LOC: 1, OAL: 3,GMS²,,,,D1: 1/2"", D2: 1/2, LOC: 1, OAL: 3,WTF,,,,D1: 1/2"", D2: 1/2, LOC: 1-1/4, OAL: 3,GMS²,,,,D1: 1/2"", D2: 1/2, LOC: 1-1/4, OAL: 3,WTF,,,,D1: 1/2"", LOC: 1-5/8, OAL: 4,GMS²,,,,D1: 1/2"", D2: 1/2, LOC: 1-5/8, OAL: 4,WTF,,,,D1: 1/2"", LOC: 2, OAL: 4,GMS²,,,,D1: 1/2"", D2: 1/2, LOC: 2, OAL: 4,WTF,,",102
"7/16"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Radius End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-radius.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT716RS7015,,30516,,$69.32,,GMHT716RS7015WTF,,32148,,$77.02,,GMHT716RS7030,,30517,,$69.32,,GMHT716RS7030WTF,,32149,,$77.02,,GMHT716RS7060,,30518,,$69.32,,GMHT716RS7060WTF,,32150,,$77.02,,GMHT716RS7090,,30519,,$69.32,,GMHT716RS7090WTF,,32151,,$77.02,,GMHT716R7015,,30500,,$72.88,,GMHT716R7015WTF,,32140,,$80.98,,GMHT716R7030,,30501,,$72.88,,GMHT716R7030WTF,,32141,,$80.98,,GMHT716R7060,,30502,,$72.88,,GMHT716R7060WTF,,32142,,$80.98,,GMHT716R7090,,30503,,$72.88,,GMHT716R7090WTF,,32143,,$80.98,,GMHT716RL7015,,30508,,$85.43,,GMHT716RL7015WTF,,32144,,$94.92,,GMHT716RL7030,,30509,,$85.43,,GMHT716RL7030WTF,,32145,,$94.92,,GMHT716RL7060,,30510,,$85.43,,GMHT716RL7060WTF,,32146,,$94.92,,GMHT716RL7090,,30511,,$85.43,,GMHT716RL7090WTF,,32147,,$94.92,,D1: 7/16"", D2: 7/16, LOC: 5/8, OAL: 2-1/2,0.015"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 5/8, OAL: 2-1/2,WTF,,,,D1: 7/16"", LOC: 5/8, OAL: 2-1/2,0.030"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 5/8, OAL: 2-1/2,WTF,,,,D1: 7/16"", LOC: 5/8, OAL: 2-1/2,0.060"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 5/8, OAL: 2-1/2,WTF,,,,D1: 7/16"", LOC: 5/8, OAL: 2-1/2,0.090"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 5/8, OAL: 2-1/2,WTF,,,,D1: 7/16"", D2: 7/16, LOC: 1, OAL: 2-1/2,0.015"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 7/16"", LOC: 1, OAL: 2-1/2,0.030"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 7/16"", LOC: 1, OAL: 2-1/2,0.060"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 7/16"", LOC: 1, OAL: 2-1/2,0.090"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 7/16"", LOC: 1-1/2, OAL: 3-1/2,0.015"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 1-1/2, OAL: 3-1/2,WTF,,,,D1: 7/16"", LOC: 1-1/2, OAL: 3-1/2,0.030"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 1-1/2, OAL: 3-1/2,WTF,,,,D1: 7/16"", LOC: 1-1/2, OAL: 3-1/2,0.060"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 1-1/2, OAL: 3-1/2,WTF,,,,D1: 7/16"", LOC: 1-1/2, OAL: 3-1/2,0.090"",GMS²,,,,D1: 7/16"", D2: 7/16, LOC: 1-1/2, OAL: 3-1/2,WTF,,",26
"3/4"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Radius End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-radius.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT34RS7030,,30365,,$206.97,,GMHT34RS7030WTF,,32079,,$229.97,,GMHT34RS7060,,30366,,$206.97,,GMHT34RS7060WTF,,32080,,$229.97,,GMHT34RS7090,,30367,,$206.97,,GMHT34RS7090WTF,,32081,,$229.97,,GMHT34RS7120,,30368,,$206.97,,GMHT34RS7120WTF,,32082,,$229.97,,GMHT34RS7190,,30369,,$206.97,,GMHT34RS7250,,30370,,$206.97,,GMHT34R7030,,30329,,$223.83,,GMHT34R7030WTF,,32061,,$248.69,,GMHT34R7060,,30330,,$223.83,,GMHT34R7060WTF,,32062,,$248.69,,GMHT34R7090,,30331,,$223.83,,GMHT34R7090WTF,,32063,,$248.69,,GMHT34R7120,,30332,,$223.83,,GMHT34R7120WTF,,32064,,$248.69,,GMHT34R7190,,30333,,$223.83,,GMHT34R7250,,30334,,$223.83,,GMHT34RHL7030,,30341,,$237.71,,GMHT34RHL7030WTF,,32067,,$264.13,,GMHT34RHL7060,,30342,,$237.71,,GMHT34RHL7060WTF,,32068,,$264.13,,GMHT34RHL7090,,30343,,$237.71,,GMHT34RHL7090WTF,,32069,,$264.13,,GMHT34RHL7120,,30344,,$237.71,,GMHT34RHL7120WTF,,32070,,$264.13,,GMHT34RHL7190,,30345,,$237.71,,GMHT34RHL7250,,30346,,$237.71,,GMHT34RLH7030,,30353,,$263.08,,GMHT34RLH7030WTF,,32073,,$292.31,,GMHT34RLH7060,,30354,,$263.08,,GMHT34RLH7060WTF,,32074,,$292.31,,GMHT34RLH7090,,30355,,$263.08,,GMHT34RLH7090WTF,,32075,,$292.31,,GMHT34RLH7120,,30356,,$263.08,,GMHT34RLH7120WTF,,32076,,$292.31,,GMHT34RLH7190,,30357,,$263.08,,GMHT34RLH7250,,30358,,$263.08,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,0.030"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,WTF,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,0.060"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,WTF,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,0.090"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,WTF,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,0.120"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,WTF,,,,D1: 3/4"", LOC: 1, OAL: 4,0.190"",GMS²,,,,D1: 3/4"", LOC: 1, OAL: 4,0.250"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,0.030"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,WTF,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,0.060"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,WTF,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,0.090"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,WTF,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,0.120"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,WTF,,,,D1: 3/4"", LOC: 1-1/2, OAL: 4,0.190"",GMS²,,,,D1: 3/4"", LOC: 1-1/2, OAL: 4,0.250"",GMS²,,,,D1: 3/4"", LOC: 1-5/8, OAL: 4,0.030"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-5/8, OAL: 4,WTF,,,,D1: 3/4"", LOC: 1-5/8, OAL: 4,0.060"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-5/8, OAL: 4,WTF,,,,D1: 3/4"", LOC: 1-5/8, OAL: 4,0.090"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-5/8, OAL: 4,WTF,,,,D1: 3/4"", LOC: 1-5/8, OAL: 4,0.120"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-5/8, OAL: 4,WTF,,,,D1: 3/4"", LOC: 1-5/8, OAL: 4,0.190"",GMS²,,,,D1: 3/4"", LOC: 1-5/8, OAL: 4,0.250"",GMS²,,,,D1: 3/4"", LOC: 2-1/4, OAL: 5,0.030"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 2-1/4, OAL: 5,WTF,,,,D1: 3/4"", LOC: 2-1/4, OAL: 5,0.060"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 2-1/4, OAL: 5,WTF,,,,D1: 3/4"", LOC: 2-1/4, OAL: 5,0.090"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 2-1/4, OAL: 5,WTF,,,,D1: 3/4"", LOC: 2-1/4, OAL: 5,0.120"",GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 2-1/4, OAL: 5,WTF,,,,D1: 3/4"", LOC: 2-1/4, OAL: 5,0.190"",GMS²,,,,D1: 3/4"", LOC: 2-1/4, OAL: 5,0.250"",GMS²,,",48
"3/8"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Square End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-square.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT38FS7,,30384,,$45.8,,GMHT38FS7WTF,,32088,,$50.89,,GMHT38F7,,30378,,$48.59,,GMHT38F7WTF,,32085,,$53.99,,GMHT38FH7,,30380,,$51.69,,GMHT38FH7WTF,,32086,,$57.44,,GMHT38FL7,,30382,,$57.32,,GMHT38FL7WTF,,32087,,$63.68,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,WTF,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 3/8"", LOC: 1, OAL: 2-1/2,GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 3/8"", LOC: 1-1/4, OAL: 3,GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1-1/4, OAL: 3,WTF,,",0
"5/16"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Radius End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-radius.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT516RS7015,,30444,,$44.29,,GMHT516RS7015WTF,,32114,,$49.21,,GMHT516RS7030,,30445,,$44.29,,GMHT516RS7030WTF,,32115,,$49.21,,GMHT516RS7060,,30446,,$44.29,,GMHT516RS7060WTF,,32116,,$49.21,,GMHT516R7015,,30432,,$46.45,,GMHT516R7015WTF,,32108,,$51.61,,GMHT516R7030,,30433,,$46.45,,GMHT516R7030WTF,,32109,,$51.61,,GMHT516R7060,,30434,,$46.45,,GMHT516R7060WTF,,32110,,$51.61,,GMHT516RH7015,,30438,,$47.54,,GMHT516RH7015WTF,,32111,,$52.83,,GMHT516RH7030,,30439,,$47.54,,GMHT516RH7030WTF,,32112,,$52.83,,GMHT516RH7060,,30440,,$47.54,,GMHT516RH7060WTF,,32113,,$52.83,,D1: 5/16"", D2: 5/16, LOC: 1/2, OAL: 2,0.015"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 1/2, OAL: 2,WTF,,,,D1: 5/16"", D2: 5/16, LOC: 1/2, OAL: 2,0.030"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 1/2, OAL: 2,WTF,,,,D1: 5/16"", D2: 5/16, LOC: 1/2, OAL: 2,0.060"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 1/2, OAL: 2,WTF,,,,D1: 5/16"", D2: 5/16, LOC: 7/8, OAL: 2-1/2,0.015"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 5/16"", D2: 5/16, LOC: 7/8, OAL: 2-1/2,0.030"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 5/16"", D2: 5/16, LOC: 7/8, OAL: 2-1/2,0.060"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 5/16"", LOC: 1, OAL: 2-1/2,0.015"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 5/16"", LOC: 1, OAL: 2-1/2,0.030"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 5/16"", LOC: 1, OAL: 2-1/2,0.060"",GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 1, OAL: 2-1/2,WTF,,",145
"1/4"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Radius End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-radius.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT14RS7015,,30278,,$33.76,,GMHT14RS7015WTF,,32039,,$37.51,,GMHT14RS7030,,30279,,$33.76,,GMHT14RS7030WTF,,32040,,$37.51,,GMHT14RS7060,,30280,,$33.76,,GMHT14RS7060WTF,,32041,,$37.51,,GMHT14R7015,,30266,,$36.4,,GMHT14R7015WTF,,32033,,$40.44,,GMHT14R7030,,30267,,$36.4,,GMHT14R7030WTF,,32034,,$40.44,,GMHT14R7060,,30268,,$36.4,,GMHT14R7060WTF,,32035,,$40.44,,GMHT14RL7015,,30272,,$51.56,,GMHT14RL7015WTF,,32036,,$57.29,,GMHT14RL7030,,30273,,$51.56,,GMHT14RL7030WTF,,32037,,$57.29,,GMHT14RL7060,,30274,,$51.56,,GMHT14RL7060WTF,,32038,,$57.29,,D1: 1/4"", D2: 1/4, LOC: 1/2, OAL: 2,0.015"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 1/2, OAL: 2,WTF,,,,D1: 1/4"", D2: 1/4, LOC: 1/2, OAL: 2,0.030"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 1/2, OAL: 2,WTF,,,,D1: 1/4"", D2: 1/4, LOC: 1/2, OAL: 2,0.060"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 1/2, OAL: 2,WTF,,,,D1: 1/4"", D2: 1/4, LOC: 3/4, OAL: 2-1/2,0.015"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 3/4, OAL: 2-1/2,WTF,,,,D1: 1/4"", D2: 1/4, LOC: 3/4, OAL: 2-1/2,0.030"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 3/4, OAL: 2-1/2,WTF,,,,D1: 1/4"", D2: 1/4, LOC: 3/4, OAL: 2-1/2,0.060"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 3/4, OAL: 2-1/2,WTF,,,,D1: 1/4"", LOC: 1-1/4, OAL: 3,0.015"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 1-1/4, OAL: 3,WTF,,,,D1: 1/4"", LOC: 1-1/4, OAL: 3,0.030"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 1-1/4, OAL: 3,WTF,,,,D1: 1/4"", LOC: 1-1/4, OAL: 3,0.060"",GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 1-1/4, OAL: 3,WTF,,",184
"3/8"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Radius End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-radius.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT38RS7015,,30414,,$53.92,,GMHT38RS7015WTF,,32101,,$59.91,,GMHT38RS7030,,30415,,$53.92,,GMHT38RS7030WTF,,32102,,$59.91,,GMHT38RS7060,,30416,,$53.92,,GMHT38RS7060WTF,,32103,,$59.91,,GMHT38RS7090,,30417,,$53.92,,GMHT38RS7090WTF,,32104,,$59.91,,GMHT38R7015,,30390,,$56.5,,GMHT38R7015WTF,,32089,,$62.78,,GMHT38R7030,,30391,,$56.5,,GMHT38R7030WTF,,32090,,$62.78,,GMHT38R7060,,30392,,$56.5,,GMHT38R7060WTF,,32091,,$62.78,,GMHT38R7090,,30393,,$56.5,,GMHT38R7090WTF,,32092,,$62.78,,GMHT38RH7015,,30398,,$59.84,,GMHT38RH7015WTF,,32093,,$66.49,,GMHT38RH7030,,30399,,$59.84,,GMHT38RH7030WTF,,32094,,$66.49,,GMHT38RH7060,,30400,,$59.84,,GMHT38RH7060WTF,,32095,,$66.49,,GMHT38RH7090,,30401,,$59.84,,GMHT38RH7090WTF,,32096,,$66.49,,GMHT38RL7015,,30406,,$64.8,,GMHT38RL7015WTF,,32097,,$72,,GMHT38RL7030,,30407,,$64.8,,GMHT38RL7030WTF,,32098,,$72,,GMHT38RL7060,,30408,,$64.8,,GMHT38RL7060WTF,,32099,,$72,,GMHT38RL7090,,30409,,$64.8,,GMHT38RL7090WTF,,32100,,$72,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,0.015"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,WTF,,,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,0.030"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,WTF,,,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,0.060"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,WTF,,,,D1: 3/8"", LOC: 5/8, OAL: 2,0.090"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 5/8, OAL: 2,WTF,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,0.015"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,0.030"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,0.060"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 3/8"", LOC: 7/8, OAL: 2-1/2,0.090"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 3/8"", LOC: 1, OAL: 2-1/2,0.015"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 3/8"", LOC: 1, OAL: 2-1/2,0.030"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 3/8"", LOC: 1, OAL: 2-1/2,0.060"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 3/8"", LOC: 1, OAL: 2-1/2,0.090"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1, OAL: 2-1/2,WTF,,,,D1: 3/8"", LOC: 1-1/4, OAL: 3,0.015"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1-1/4, OAL: 3,WTF,,,,D1: 3/8"", LOC: 1-1/4, OAL: 3,0.030"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1-1/4, OAL: 3,WTF,,,,D1: 3/8"", LOC: 1-1/4, OAL: 3,0.060"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1-1/4, OAL: 3,WTF,,,,D1: 3/8"", LOC: 1-1/4, OAL: 3,0.090"",GMS²,,,,D1: 3/8"", D2: 3/8, LOC: 1-1/4, OAL: 3,WTF,,",29
"3/4"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Square End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-square.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT34FS7,,30321,,$199.66,,GMHT34FS7WTF,,32060,,$221.84,,GMHT34F7,,30315,,$211.47,,GMHT34F7WTF,,32057,,$234.97,,GMHT34FHL7,,30317,,$225.83,,GMHT34FHL7WTF,,32058,,$250.92,,GMHT34FLH7,,30319,,$251.23,,GMHT34FLH7WTF,,32059,,$279.15,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,WTF,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,WTF,,,,D1: 3/4"", LOC: 1-5/8, OAL: 4,GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 1-5/8, OAL: 4,WTF,,,,D1: 3/4"", LOC: 2-1/4, OAL: 5,GMS²,,,,D1: 3/4"", D2: 3/4, LOC: 2-1/4, OAL: 5,WTF,,",6
"1/4"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Square End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-square.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT14FS7,,30261,,$27.24,,GMHT14FS7WTF,,32032,,$30.27,,GMHT14F7,,30257,,$28.97,,GMHT14F7WTF,,32030,,$32.19,,GMHT14FL7,,30259,,$44.52,,GMHT14FL7WTF,,32031,,$49.46,,D1: 1/4"", D2: 1/4, LOC: 1/2, OAL: 2,GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 1/2, OAL: 2,WTF,,,,D1: 1/4"", D2: 1/4, LOC: 3/4, OAL: 2-1/2,GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 3/4, OAL: 2-1/2,WTF,,,,D1: 1/4"", LOC: 1-1/4, OAL: 3,GMS²,,,,D1: 1/4"", D2: 1/4, LOC: 1-1/4, OAL: 3,WTF,,",158
"5/16"" Cutting DiameterSuper Bitchin' Performance, 7 Flute Square End",https://gorillamill.com/images/uploads/product-tool-groups/7-flute-baboon-square.png,https://gorillamill.com/images/uploads/mill-subcategories/7-flute-baboon-diagram.png,"Varaible flute and index design which reduces chatter and vibration. Radius corners for tronger edges and part radius. Recommended for aggressive machining applications in all materials. Should be run at specific parameters. See ""Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMHT516FS7,,30427,,$34.69,,GMHT516FS7WTF,,32107,,$38.55,,GMHT516F7,,30423,,$40.72,,GMHT516F7WTF,,32105,,$45.25,,GMHT516FH7,,30425,,$43.2,,GMHT516FH7WTF,,32106,,$48,,D1: 5/16"", D2: 5/16, LOC: 1/2, OAL: 2,GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 1/2, OAL: 2,WTF,,,,D1: 5/16"", D2: 5/16, LOC: 7/8, OAL: 2-1/2,GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 7/8, OAL: 2-1/2,WTF,,,,D1: 5/16"", LOC: 1, OAL: 2-1/2,GMS²,,,,D1: 5/16"", D2: 5/16, LOC: 1, OAL: 2-1/2,WTF,,",9
